"name";"score"
"org.joda.time.Years.multipliedBy(I)Lorg/joda/time/Years;";0
"org.joda.time.Instant.parse(Ljava/lang/String;Lorg/joda/time/format/DateTimeFormatter;)Lorg/joda/time/Instant;";0
"org.joda.time.LocalDateTime.withField(Lorg/joda/time/DateTimeFieldType;I)Lorg/joda/time/LocalDateTime;";0
"org.joda.time.field.UnsupportedDurationField.add(JI)J";0
"org.joda.time.LocalDate.<init>(Lorg/joda/time/DateTimeZone;)V";0
"org.joda.time.LocalDate.isSupported(Lorg/joda/time/DurationFieldType;)Z";0
"org.joda.time.Instant.toMutableDateTimeISO()Lorg/joda/time/MutableDateTime;";0
"org.joda.time.field.UnsupportedDateTimeField.getMaximumValue(Lorg/joda/time/ReadablePartial;[I)I";0
"org.joda.time.chrono.GJChronology$CutoverField.<init>(Lorg/joda/time/chrono/GJChronology;Lorg/joda/time/DateTimeField;Lorg/joda/time/DateTimeField;JZ)V";0
"org.joda.time.field.AbstractReadableInstantFieldProperty.toInterval()Lorg/joda/time/Interval;";0
"org.joda.time.chrono.GregorianChronology.getDateTimeMillis(IIIIIII)J";0
"org.joda.time.field.SkipDateTimeField.get(J)I";0
"org.joda.time.DateTimeUtils.fromJulianDay(D)J";0
"org.joda.time.LocalDateTime.get(Lorg/joda/time/DateTimeFieldType;)I";0
"org.joda.time.LocalDateTime.toDateTime()Lorg/joda/time/DateTime;";0
"org.joda.time.format.DateTimeFormatterBuilder$TwoDigitYear.getTwoDigitYear(JLorg/joda/time/Chronology;)I";0
"org.joda.time.Partial.withChronologyRetainFields(Lorg/joda/time/Chronology;)Lorg/joda/time/Partial;";0
"org.joda.time.LocalDateTime.withDayOfWeek(I)Lorg/joda/time/LocalDateTime;";0
"org.joda.time.TimeOfDay.toDateTimeToday(Lorg/joda/time/DateTimeZone;)Lorg/joda/time/DateTime;";0
"org.joda.time.chrono.GJDayOfWeekDateTimeField.getMaximumShortTextLength(Ljava/util/Locale;)I";0
"org.joda.time.MonthDay.withMonthOfYear(I)Lorg/joda/time/MonthDay;";0
"org.joda.time.MutableDateTime.<init>(Ljava/lang/Object;)V";0
"org.joda.time.format.DateTimeFormatter.printTo(Ljava/lang/Appendable;Lorg/joda/time/ReadableInstant;)V";0
"org.joda.time.chrono.BasicChronology.getMaxMonth(I)I";0
"org.joda.time.chrono.AssembledChronology.readObject(Ljava/io/ObjectInputStream;)V";0
"org.joda.time.chrono.BasicGJChronology.setYear(JI)J";0
"org.joda.time.convert.StringConverter.getInstantMillis(Ljava/lang/Object;Lorg/joda/time/Chronology;)J";0
"org.joda.time.LocalDate.minusDays(I)Lorg/joda/time/LocalDate;";0
"org.joda.time.convert.ConverterManager.checkAlterDurationConverters()V";0
"org.joda.time.field.FieldUtils.verifyValueBounds(Ljava/lang/String;III)V";0
"org.joda.time.chrono.JulianChronology.withZone(Lorg/joda/time/DateTimeZone;)Lorg/joda/time/Chronology;";0
"org.joda.time.chrono.LimitChronology.getUpperLimit()Lorg/joda/time/DateTime;";0
"org.joda.time.field.BaseDateTimeField.roundHalfEven(J)J";0
"org.joda.time.YearMonth$Property.<init>(Lorg/joda/time/YearMonth;I)V";0
"org.joda.time.base.AbstractInstant.toDate()Ljava/util/Date;";0
"org.joda.time.LocalDateTime.plusYears(I)Lorg/joda/time/LocalDateTime;";0
"org.joda.time.LocalDateTime.millisOfSecond()Lorg/joda/time/LocalDateTime$Property;";0
"org.joda.time.chrono.GJChronology$CutoverField.get(J)I";0
"org.joda.time.format.DateTimeFormatter.isParser()Z";0
"org.joda.time.chrono.ZonedChronology$ZonedDurationField.getDifferenceAsLong(JJ)J";0
"org.joda.time.DateTimeZone.setProvider0(Lorg/joda/time/tz/Provider;)V";0
"org.joda.time.format.PeriodFormatterBuilder$PluralAffix.parse(Ljava/lang/String;I)I";0
"org.joda.time.YearMonthDay$Property.setCopy(Ljava/lang/String;Ljava/util/Locale;)Lorg/joda/time/YearMonthDay;";0
"org.joda.time.LocalTime.fromDateFields(Ljava/util/Date;)Lorg/joda/time/LocalTime;";0
"org.joda.time.format.PeriodFormatterBuilder$Composite.calculatePrintedLength(Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)I";0
"org.joda.time.Duration.toStandardDays()Lorg/joda/time/Days;";0
"org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;ILorg/joda/time/DateTimeZone;Ljava/util/Locale;)V";0
"org.joda.time.YearMonth.<init>(Ljava/lang/Object;)V";0
"org.joda.time.DateTimeComparator.<init>(Lorg/joda/time/DateTimeFieldType;Lorg/joda/time/DateTimeFieldType;)V";0
"org.joda.time.MonthDay.<init>(II)V";0
"org.joda.time.DateMidnight.parse(Ljava/lang/String;Lorg/joda/time/format/DateTimeFormatter;)Lorg/joda/time/DateMidnight;";0
"org.joda.time.LocalTime.<init>(JLorg/joda/time/DateTimeZone;)V";0
"org.joda.time.chrono.GJMonthOfYearDateTimeField.getAsText(ILjava/util/Locale;)Ljava/lang/String;";0
"org.joda.time.Partial.<init>()V";0
"org.joda.time.format.DateTimeFormatterBuilder$PaddedNumber.estimatePrintedLength()I";0
"org.joda.time.DateTimeUtils$FixedMillisProvider.<init>(J)V";0
"org.joda.time.TimeOfDay.plusMinutes(I)Lorg/joda/time/TimeOfDay;";0
"org.joda.time.field.BaseDateTimeField.getLeapDurationField()Lorg/joda/time/DurationField;";0
"org.joda.time.DateMidnight$Property.getMillis()J";0
"org.joda.time.LocalDate.<clinit>()V";0
"org.joda.time.base.BasePeriod.setPeriodInternal(Lorg/joda/time/ReadablePeriod;)V";0
"org.joda.time.Period.toStandardDuration()Lorg/joda/time/Duration;";0
"org.joda.time.chrono.ZonedChronology$ZonedDateTimeField.getMaximumValue(J)I";0
"org.joda.time.DateMidnight.withYear(I)Lorg/joda/time/DateMidnight;";0
"org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField.getMaximumValue(J)I";0
"org.joda.time.base.AbstractInterval.isAfter(Lorg/joda/time/ReadableInterval;)Z";0
"org.joda.time.IllegalFieldValueException.<init>(Ljava/lang/String;Ljava/lang/Number;Ljava/lang/Number;Ljava/lang/Number;)V";0
"org.joda.time.Hours.toStandardDays()Lorg/joda/time/Days;";0
"org.joda.time.LocalDateTime$Property.setCopy(I)Lorg/joda/time/LocalDateTime;";0
"org.joda.time.field.MillisDurationField.getUnitMillis()J";0
"org.joda.time.MutableDateTime.<init>(IIIIIII)V";0
"org.joda.time.field.PreciseDateTimeField.addWrapField(JI)J";0
"org.joda.time.Period.withField(Lorg/joda/time/DurationFieldType;I)Lorg/joda/time/Period;";0
"org.joda.time.TimeOfDay.secondOfMinute()Lorg/joda/time/TimeOfDay$Property;";0
"org.joda.time.chrono.IslamicChronology.getDaysInYearMax()I";0
"org.joda.time.convert.DateConverter.getSupportedType()Ljava/lang/Class;";0
"org.joda.time.field.UnsupportedDateTimeField.getType()Lorg/joda/time/DateTimeFieldType;";0
"org.joda.time.DateTime.toLocalDateTime()Lorg/joda/time/LocalDateTime;";0
"org.joda.time.YearMonthDay.toLocalDate()Lorg/joda/time/LocalDate;";0
"org.joda.time.chrono.BasicGJChronology.getYearDifference(JJ)J";0
"org.joda.time.LocalTime.toString(Ljava/lang/String;)Ljava/lang/String;";0
"org.joda.time.chrono.EthiopicChronology.getMinimumDaysInFirstWeek()I";0
"org.joda.time.LocalDateTime.getMillisOfDay()I";0
"org.joda.time.field.FieldUtils.safeMultiply(JJ)J";0
"org.joda.time.base.BaseSingleFieldPeriod.toPeriod()Lorg/joda/time/Period;";0
"org.joda.time.format.DateTimeParserBucket$SavedField.set(JZ)J";0
"org.joda.time.Minutes.getMinutes()I";0
"org.joda.time.format.ISODateTimeFormat.forFields(Ljava/util/Collection;ZZ)Lorg/joda/time/format/DateTimeFormatter;";0
"org.joda.time.Seconds.minus(Lorg/joda/time/Seconds;)Lorg/joda/time/Seconds;";0
"org.joda.time.convert.ConverterManager.removePeriodConverter(Lorg/joda/time/convert/PeriodConverter;)Lorg/joda/time/convert/PeriodConverter;";0
"org.joda.time.chrono.ZonedChronology.convertField(Lorg/joda/time/DurationField;Ljava/util/HashMap;)Lorg/joda/time/DurationField;";0
"org.joda.time.chrono.EthiopicChronology.withZone(Lorg/joda/time/DateTimeZone;)Lorg/joda/time/Chronology;";0
"org.joda.time.format.DateTimeParserBucket.getChronology()Lorg/joda/time/Chronology;";0
"org.joda.time.Period.plusHours(I)Lorg/joda/time/Period;";0
"org.joda.time.LocalDateTime.plus(Lorg/joda/time/ReadablePeriod;)Lorg/joda/time/LocalDateTime;";0
"org.joda.time.tz.DateTimeZoneBuilder$Recurrence.<init>(Lorg/joda/time/tz/DateTimeZoneBuilder$OfYear;Ljava/lang/String;I)V";0
"org.joda.time.PeriodType.months()Lorg/joda/time/PeriodType;";0
"org.joda.time.tz.ZoneInfoCompiler.parseOptional(Ljava/lang/String;)Ljava/lang/String;";0
"org.joda.time.YearMonth.year()Lorg/joda/time/YearMonth$Property;";0
"org.joda.time.LocalDate.<init>(Ljava/lang/Object;)V";0
"org.joda.time.format.PeriodFormatterBuilder.appendMillis3Digit()Lorg/joda/time/format/PeriodFormatterBuilder;";0
"org.joda.time.Period.days(I)Lorg/joda/time/Period;";0
"org.joda.time.field.AbstractReadableInstantFieldProperty.getMaximumShortTextLength(Ljava/util/Locale;)I";0
"org.joda.time.LocalTime.<clinit>()V";0
"org.joda.time.Period.<init>(Lorg/joda/time/ReadableDuration;Lorg/joda/time/ReadableInstant;)V";0
"org.joda.time.chrono.GJChronology$CutoverField.getMinimumValue()I";0
"org.joda.time.chrono.BasicYearDateTimeField.isLenient()Z";0
"org.joda.time.format.DateTimeFormatterBuilder.appendTimeZoneId()Lorg/joda/time/format/DateTimeFormatterBuilder;";0
"org.joda.time.tz.ZoneInfoCompiler.parseMonth(Ljava/lang/String;)I";0
"org.joda.time.format.DateTimeFormatterBuilder$TextField.printTo(Ljava/io/Writer;JLorg/joda/time/Chronology;ILorg/joda/time/DateTimeZone;Ljava/util/Locale;)V";0
"org.joda.time.Weeks.minus(Lorg/joda/time/Weeks;)Lorg/joda/time/Weeks;";0
"org.joda.time.TimeOfDay.fromCalendarFields(Ljava/util/Calendar;)Lorg/joda/time/TimeOfDay;";0
"org.joda.time.field.PreciseDurationField.add(JJ)J";0
"org.joda.time.MonthDay.now(Lorg/joda/time/DateTimeZone;)Lorg/joda/time/MonthDay;";0
"org.joda.time.format.PeriodFormatter.withLocale(Ljava/util/Locale;)Lorg/joda/time/format/PeriodFormatter;";0
"org.joda.time.format.PeriodFormatterBuilder.clear()V";0
"org.joda.time.format.PeriodFormatterBuilder.append(Lorg/joda/time/format/PeriodFormatter;)Lorg/joda/time/format/PeriodFormatterBuilder;";0
"org.joda.time.YearMonth.<init>(Lorg/joda/time/YearMonth;Lorg/joda/time/Chronology;)V";0
"org.joda.time.Period.plusWeeks(I)Lorg/joda/time/Period;";0
"org.joda.time.DateTimeUtils.getReadableInterval(Lorg/joda/time/ReadableInterval;)Lorg/joda/time/ReadableInterval;";0
"org.joda.time.MonthDay.getFieldTypes()[Lorg/joda/time/DateTimeFieldType;";0
"org.joda.time.YearMonthDay.monthOfYear()Lorg/joda/time/YearMonthDay$Property;";0
"org.joda.time.base.BasePartial.getValue(I)I";0
"org.joda.time.convert.ReadablePeriodConverter.<init>()V";0
"org.joda.time.format.PeriodFormatterBuilder$Separator.calculatePrintedLength(Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)I";0
"org.joda.time.chrono.AssembledChronology.minuteOfDay()Lorg/joda/time/DateTimeField;";0
"org.joda.time.LocalDateTime.withDayOfMonth(I)Lorg/joda/time/LocalDateTime;";0
"org.joda.time.chrono.BasicChronology.getDayOfMonth(J)I";0
"org.joda.time.format.DateTimeFormatterBuilder$Composite.addArrayToList(Ljava/util/List;[Ljava/lang/Object;)V";0
"org.joda.time.format.DateTimeFormatterBuilder.appendTwoDigitYear(IZ)Lorg/joda/time/format/DateTimeFormatterBuilder;";0
"org.joda.time.format.DateTimeFormatterBuilder$Fraction.estimateParsedLength()I";0
"org.joda.time.Hours.hoursIn(Lorg/joda/time/ReadableInterval;)Lorg/joda/time/Hours;";0
"org.joda.time.chrono.ZonedChronology$ZonedDateTimeField.getAsShortText(ILjava/util/Locale;)Ljava/lang/String;";0
"org.joda.time.DateTimeFieldType.access$1200()Lorg/joda/time/DateTimeFieldType;";0
"org.joda.time.MutablePeriod.set(Lorg/joda/time/DurationFieldType;I)V";0
"org.joda.time.MutablePeriod.addHours(I)V";0
"org.joda.time.TimeOfDay.getFieldTypes()[Lorg/joda/time/DateTimeFieldType;";0
"org.joda.time.field.BaseDateTimeField.getAsShortText(JLjava/util/Locale;)Ljava/lang/String;";0
"org.joda.time.YearMonth.withChronologyRetainFields(Lorg/joda/time/Chronology;)Lorg/joda/time/YearMonth;";0
"org.joda.time.Seconds.dividedBy(I)Lorg/joda/time/Seconds;";0
"org.joda.time.tz.FixedDateTimeZone.toTimeZone()Ljava/util/TimeZone;";0
"org.joda.time.DateMidnight.<init>(Ljava/lang/Object;Lorg/joda/time/DateTimeZone;)V";0
"org.joda.time.chrono.ZonedChronology.getInstance(Lorg/joda/time/Chronology;Lorg/joda/time/DateTimeZone;)Lorg/joda/time/chrono/ZonedChronology;";0
"org.joda.time.format.DateTimeFormatterBuilder$Composite.<init>(Ljava/util/List;)V";0
"org.joda.time.chrono.BasicMonthOfYearDateTimeField.add(Lorg/joda/time/ReadablePartial;I[II)[I";0
"org.joda.time.DateTime.hourOfDay()Lorg/joda/time/DateTime$Property;";0
"org.joda.time.Period.withPeriodType(Lorg/joda/time/PeriodType;)Lorg/joda/time/Period;";0
"org.joda.time.field.OffsetDateTimeField.roundFloor(J)J";0
"org.joda.time.MutableDateTime$Property.set(I)Lorg/joda/time/MutableDateTime;";0
"org.joda.time.tz.DateTimeZoneBuilder.writeTo(Ljava/lang/String;Ljava/io/OutputStream;)V";0
"org.joda.time.Partial$Property.setCopy(Ljava/lang/String;)Lorg/joda/time/Partial;";0
"org.joda.time.MutablePeriod.setMinutes(I)V";0
"org.joda.time.field.BaseDateTimeField.add(Lorg/joda/time/ReadablePartial;I[II)[I";0
"org.joda.time.MockNullZoneChronology.dayOfMonth()Lorg/joda/time/DateTimeField;";0
"org.joda.time.DateTimeComparator.getInstance(Lorg/joda/time/DateTimeFieldType;Lorg/joda/time/DateTimeFieldType;)Lorg/joda/time/DateTimeComparator;";0
"org.joda.time.field.PreciseDurationField.hashCode()I";0
"org.joda.time.MonthDay.plusMonths(I)Lorg/joda/time/MonthDay;";0
"org.joda.time.field.RemainderDateTimeField.<init>(Lorg/joda/time/field/DividedDateTimeField;)V";0
"org.joda.time.format.DateTimeFormatterBuilder$TimeZoneId.parseInto(Lorg/joda/time/format/DateTimeParserBucket;Ljava/lang/String;I)I";0
"org.joda.time.field.OffsetDateTimeField.<init>(Lorg/joda/time/DateTimeField;Lorg/joda/time/DateTimeFieldType;III)V";0
"org.joda.time.Minutes.getFieldType()Lorg/joda/time/DurationFieldType;";0
"org.joda.time.field.ImpreciseDateTimeField$LinkedDurationField.getValue(JJ)I";0
"org.joda.time.chrono.BasicChronology.<init>(Lorg/joda/time/Chronology;Ljava/lang/Object;I)V";0
"org.joda.time.base.BasePartial.<init>(JLorg/joda/time/Chronology;)V";0
"org.joda.time.chrono.AssembledChronology.centuries()Lorg/joda/time/DurationField;";0
"org.joda.time.Period.getYears()I";0
"org.joda.time.tz.DateTimeZoneBuilder$Transition.getSaveMillis()I";0
"org.joda.time.MutableDateTime.parse(Ljava/lang/String;)Lorg/joda/time/MutableDateTime;";0
"org.joda.time.Days.getFieldType()Lorg/joda/time/DurationFieldType;";0
"org.joda.time.format.DateTimeFormatterBuilder.appendDayOfWeekText()Lorg/joda/time/format/DateTimeFormatterBuilder;";0
"org.joda.time.MutableDateTime.hourOfDay()Lorg/joda/time/MutableDateTime$Property;";0
"org.joda.time.base.AbstractInstant.toDateTime(Lorg/joda/time/DateTimeZone;)Lorg/joda/time/DateTime;";0
"org.joda.time.convert.ConverterManager.getInstantConverters()[Lorg/joda/time/convert/InstantConverter;";0
"org.joda.time.base.AbstractInstant.get(Lorg/joda/time/DateTimeFieldType;)I";0
"org.joda.time.DateTimeFieldType.millisOfDay()Lorg/joda/time/DateTimeFieldType;";0
"org.joda.time.field.PreciseDurationField.add(JI)J";0
"org.joda.time.LocalTime.millisOfDay()Lorg/joda/time/LocalTime$Property;";0
"org.joda.time.DateTime.now()Lorg/joda/time/DateTime;";0
"org.joda.time.LocalDateTime$Property.withMinimumValue()Lorg/joda/time/LocalDateTime;";0
"org.joda.time.base.AbstractInterval.toPeriod()Lorg/joda/time/Period;";0
"org.joda.time.tz.DateTimeZoneBuilder$DSTZone.findMatchingRecurrence(J)Lorg/joda/time/tz/DateTimeZoneBuilder$Recurrence;";0
"org.joda.time.chrono.BasicGJChronology.getDaysInMonthMaxForSet(JI)I";0
"org.joda.time.Period.<init>(IIII)V";0
"org.joda.time.field.UnsupportedDateTimeField.getRangeDurationField()Lorg/joda/time/DurationField;";0
"org.joda.time.TimeOfDay$Property.setCopy(Ljava/lang/String;)Lorg/joda/time/TimeOfDay;";0
"org.joda.time.MutablePeriod.getMillis()I";0
"org.joda.time.format.FormatUtils.createErrorMessage(Ljava/lang/String;I)Ljava/lang/String;";0
"org.joda.time.MonthDay.fromDateFields(Ljava/util/Date;)Lorg/joda/time/MonthDay;";0
"org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField.roundCeiling(J)J";0
"org.joda.time.DateTime.toDateTimeISO()Lorg/joda/time/DateTime;";0
"org.joda.time.TimeOfDay.<init>(IIILorg/joda/time/Chronology;)V";0
"org.joda.time.Minutes.readResolve()Ljava/lang/Object;";0
"org.joda.time.chrono.LimitChronology$LimitDurationField.add(JI)J";0
"org.joda.time.tz.DateTimeZoneBuilder$Recurrence.readFrom(Ljava/io/DataInput;)Lorg/joda/time/tz/DateTimeZoneBuilder$Recurrence;";0
"org.joda.time.convert.ReadableInstantConverter.getChronology(Ljava/lang/Object;Lorg/joda/time/Chronology;)Lorg/joda/time/Chronology;";0
"org.joda.time.chrono.ZonedChronology$ZonedDateTimeField.add(JI)J";0
"org.joda.time.tz.ZoneInfoCompiler$Zone.addToBuilder(Lorg/joda/time/tz/ZoneInfoCompiler$Zone;Lorg/joda/time/tz/DateTimeZoneBuilder;Ljava/util/Map;)V";0
"org.joda.time.Months.<clinit>()V";0
"org.joda.time.tz.DefaultNameProvider.getNameSet(Ljava/util/Locale;Ljava/lang/String;Ljava/lang/String;)[Ljava/lang/String;";0
"org.joda.time.chrono.LimitChronology$LimitDateTimeField.getLeapAmount(J)I";0
"org.joda.time.YearMonthDay.withPeriodAdded(Lorg/joda/time/ReadablePeriod;I)Lorg/joda/time/YearMonthDay;";0
"org.joda.time.format.DateTimeFormatterBuilder$UnpaddedNumber.<init>(Lorg/joda/time/DateTimeFieldType;IZ)V";0
"org.joda.time.LocalDate$Property.setCopy(Ljava/lang/String;)Lorg/joda/time/LocalDate;";0
"org.joda.time.field.AbstractReadableInstantFieldProperty.compareTo(Lorg/joda/time/ReadablePartial;)I";0
"org.joda.time.DateTimeComparator.getInstance()Lorg/joda/time/DateTimeComparator;";0
"org.joda.time.Period.parse(Ljava/lang/String;Lorg/joda/time/format/PeriodFormatter;)Lorg/joda/time/Period;";0
"org.joda.time.format.PeriodFormatter.isPrinter()Z";0
"org.joda.time.chrono.CopticChronology.getInstanceUTC()Lorg/joda/time/chrono/CopticChronology;";0
"org.joda.time.convert.ConverterManager.getPartialConverter(Ljava/lang/Object;)Lorg/joda/time/convert/PartialConverter;";0
"org.joda.time.chrono.EthiopicChronology.getInstance(Lorg/joda/time/DateTimeZone;I)Lorg/joda/time/chrono/EthiopicChronology;";0
"org.joda.time.Duration.getStandardSeconds()J";0
"org.joda.time.format.DateTimeFormatter.withZone(Lorg/joda/time/DateTimeZone;)Lorg/joda/time/format/DateTimeFormatter;";0
"org.joda.time.TimeOfDay.toLocalTime()Lorg/joda/time/LocalTime;";0
"org.joda.time.LocalDateTime.getMonthOfYear()I";0
"org.joda.time.DateTime.<init>(JLorg/joda/time/Chronology;)V";0
"org.joda.time.Days.readResolve()Ljava/lang/Object;";0
"org.joda.time.LocalTime.<init>()V";0
"org.joda.time.base.AbstractDuration.isLongerThan(Lorg/joda/time/ReadableDuration;)Z";0
"org.joda.time.DateMidnight.year()Lorg/joda/time/DateMidnight$Property;";0
"org.joda.time.base.AbstractPeriod.isSupported(Lorg/joda/time/DurationFieldType;)Z";0
"org.joda.time.chrono.BasicChronology.getDayOfMonth(JI)I";0
"org.joda.time.Period.minusMonths(I)Lorg/joda/time/Period;";0
"org.joda.time.DateMidnight.weekyear()Lorg/joda/time/DateMidnight$Property;";0
"org.joda.time.chrono.ZonedChronology$ZonedDateTimeField.getMinimumValue()I";0
"org.joda.time.base.BasePeriod.addPeriodInto([ILorg/joda/time/ReadablePeriod;)[I";0
"org.joda.time.format.DateTimeParserBucket.saveState()Ljava/lang/Object;";0
"org.joda.time.field.OffsetDateTimeField.isLeap(J)Z";0
"org.joda.time.chrono.BasicYearDateTimeField.add(JI)J";0
"org.joda.time.format.DateTimeFormatterBuilder$TwoDigitYear.estimateParsedLength()I";0
"org.joda.time.tz.FixedDateTimeZone.getNameKey(J)Ljava/lang/String;";0
"org.joda.time.base.BaseSingleFieldPeriod.isSupported(Lorg/joda/time/DurationFieldType;)Z";0
"org.joda.time.Months.<init>(I)V";0
"org.joda.time.field.UnsupportedDateTimeField.set(JLjava/lang/String;Ljava/util/Locale;)J";0
"org.joda.time.chrono.GJLocaleSymbols.<init>(Ljava/util/Locale;)V";0
"org.joda.time.convert.AbstractConverter.toString()Ljava/lang/String;";0
"org.joda.time.DurationFieldType.eras()Lorg/joda/time/DurationFieldType;";0
"org.joda.time.LocalTime$Property.roundHalfEvenCopy()Lorg/joda/time/LocalTime;";0
"org.joda.time.tz.ZoneInfoCompiler.parseDayOfWeek(Ljava/lang/String;)I";0
"org.joda.time.chrono.GJChronology$CutoverField.getLeapDurationField()Lorg/joda/time/DurationField;";0
"org.joda.time.base.AbstractDateTime.getHourOfDay()I";0
"org.joda.time.chrono.BasicYearDateTimeField.getMaximumValue()I";0
"org.joda.time.convert.ConverterManager.toString()Ljava/lang/String;";0
"org.joda.time.DateTime$Property.readObject(Ljava/io/ObjectInputStream;)V";0
"org.joda.time.base.AbstractInstant.toDateTime()Lorg/joda/time/DateTime;";0
"org.joda.time.format.DateTimeFormatterBuilder$Fraction.estimatePrintedLength()I";0
"org.joda.time.format.DateTimeFormatter.parseLocalDate(Ljava/lang/String;)Lorg/joda/time/LocalDate;";0
"org.joda.time.convert.CalendarConverter.getInstantMillis(Ljava/lang/Object;Lorg/joda/time/Chronology;)J";0
"org.joda.time.MonthDay.now(Lorg/joda/time/Chronology;)Lorg/joda/time/MonthDay;";0
"org.joda.time.chrono.ISOChronology.withUTC()Lorg/joda/time/Chronology;";0
"org.joda.time.DateTime.minusHours(I)Lorg/joda/time/DateTime;";0
"org.joda.time.format.PeriodFormatterBuilder$Literal.calculatePrintedLength(Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)I";0
"org.joda.time.DateTimeZone.getID()Ljava/lang/String;";0
"org.joda.time.chrono.GJChronology.getMinimumDaysInFirstWeek()I";0
"org.joda.time.chrono.JulianChronology.calculateFirstDayOfYearMillis(I)J";0
"org.joda.time.convert.ConverterManager.getInstantConverter(Ljava/lang/Object;)Lorg/joda/time/convert/InstantConverter;";0
"org.joda.time.LocalDate.toInterval(Lorg/joda/time/DateTimeZone;)Lorg/joda/time/Interval;";0
"org.joda.time.PeriodType.yearDayTime()Lorg/joda/time/PeriodType;";0
"org.joda.time.convert.ConverterSet$Entry.<init>(Ljava/lang/Class;Lorg/joda/time/convert/Converter;)V";0
"org.joda.time.field.PreciseDateTimeField.getRange()I";0
"org.joda.time.MockZone.previousTransition(J)J";0
"org.joda.time.DateMidnight.parse(Ljava/lang/String;)Lorg/joda/time/DateMidnight;";0
"org.joda.time.Partial$Property.setCopy(I)Lorg/joda/time/Partial;";0
"org.joda.time.field.UnsupportedDateTimeField.getMaximumValue()I";0
"org.joda.time.chrono.BasicMonthOfYearDateTimeField.get(J)I";0
"org.joda.time.DateTime.yearOfEra()Lorg/joda/time/DateTime$Property;";0
"org.joda.time.field.UnsupportedDateTimeField.roundHalfCeiling(J)J";0
"org.joda.time.MonthDay.withPeriodAdded(Lorg/joda/time/ReadablePeriod;I)Lorg/joda/time/MonthDay;";0
"org.joda.time.format.DateTimeFormat$StyleFormatter.getFormatter(Ljava/util/Locale;)Lorg/joda/time/format/DateTimeFormatter;";0
"org.joda.time.DateMidnight.<init>(IIILorg/joda/time/Chronology;)V";0
"org.joda.time.TimeOfDay.withMinuteOfHour(I)Lorg/joda/time/TimeOfDay;";0
"org.joda.time.base.AbstractInstant.isBefore(Lorg/joda/time/ReadableInstant;)Z";0
"org.joda.time.format.ISODateTimeFormat.weekyear()Lorg/joda/time/format/DateTimeFormatter;";0
"org.joda.time.field.MillisDurationField.getName()Ljava/lang/String;";0
"org.joda.time.DateTimeZone$Stub.readObject(Ljava/io/ObjectInputStream;)V";0
"org.joda.time.chrono.BasicWeekyearDateTimeField.addWrapField(JI)J";0
"org.joda.time.field.UnsupportedDurationField.compareTo(Ljava/lang/Object;)I";0
"org.joda.time.Weeks.<clinit>()V";0
"org.joda.time.LocalDateTime.<init>(IIIII)V";0
"org.joda.time.Days.parseDays(Ljava/lang/String;)Lorg/joda/time/Days;";0
"org.joda.time.PeriodType.withWeeksRemoved()Lorg/joda/time/PeriodType;";0
"org.joda.time.base.BasePeriod.getPeriodType()Lorg/joda/time/PeriodType;";0
"org.joda.time.Partial$Property.getPartial()Lorg/joda/time/Partial;";0
"org.joda.time.DurationFieldType$StandardDurationFieldType.readResolve()Ljava/lang/Object;";0
"org.joda.time.LocalDateTime.getWeekyear()I";0
"org.joda.time.field.AbstractReadableInstantFieldProperty.getDurationField()Lorg/joda/time/DurationField;";0
"org.joda.time.DateTime.withYearOfCentury(I)Lorg/joda/time/DateTime;";0
"org.joda.time.MutablePeriod.setPeriod(Lorg/joda/time/ReadableInterval;)V";0
"org.joda.time.DateTimeZone.getConvertedId(Ljava/lang/String;)Ljava/lang/String;";0
"org.joda.time.format.DateTimeParserBucket.getOffsetInteger()Ljava/lang/Integer;";0
"org.joda.time.Days.daysIn(Lorg/joda/time/ReadableInterval;)Lorg/joda/time/Days;";0
"org.joda.time.format.DateTimeFormatterBuilder.toPrinter()Lorg/joda/time/format/DateTimePrinter;";0
"org.joda.time.LocalDateTime$Property.addWrapFieldToCopy(I)Lorg/joda/time/LocalDateTime;";0
"org.joda.time.chrono.BasicFixedMonthChronology.setYear(JI)J";0
"org.joda.time.MutablePeriod.getMonths()I";0
"org.joda.time.DateTime.plusSeconds(I)Lorg/joda/time/DateTime;";0
"org.joda.time.base.AbstractInterval.isBefore(J)Z";0
"org.joda.time.MutablePeriod.<init>(Ljava/lang/Object;)V";0
"org.joda.time.LocalDateTime.minusMillis(I)Lorg/joda/time/LocalDateTime;";0
"org.joda.time.Period.plus(Lorg/joda/time/ReadablePeriod;)Lorg/joda/time/Period;";0
"org.joda.time.tz.DateTimeZoneBuilder$Rule.getToYear()I";0
"org.joda.time.chrono.LimitChronology$LimitDurationField.getValue(JJ)I";0
"org.joda.time.DurationFieldType.days()Lorg/joda/time/DurationFieldType;";0
"org.joda.time.DateTimeFieldType.access$1300()Lorg/joda/time/DateTimeFieldType;";0
"org.joda.time.DateTime.<init>(Lorg/joda/time/DateTimeZone;)V";0
